Modelo,Clasificación
Kia CEED TOURER 5p 1.6 CRDI MHEV 136CV GT-Line Eco-Dynamics+,Clasificación: B
Kia CEED TOURER 5p 1.6 CRDI MHEV 136CV Tech Eco-Dynamics+,Clasificación: B
Kia CEED TOURER PHEV (MY22) 1.6 PHEV eDrive,Clasificación: A
Kia CEED TOURER PHEV (MY22) 1.6 PHEV eMotion,Clasificación: A
Kia CEED TOURER PHEV (MY22) 1.6 PHEV eMotion (Pack Premium),Clasificación: A
Kia CEED TOURER PHEV (MY22) 1.6 PHEV eTech,Clasificación: A
Kia CEED TOURER PHEV (MY23) 1.6 PHEV eDrive,Clasificación: A
Kia CEED TOURER PHEV (MY23) 1.6 PHEV eMotion,Clasificación: A
Kia CEED TOURER PHEV (MY23) 1.6 PHEV eMotion (Pack Premium),Clasificación: A
Kia CEED TOURER PHEV (MY23) 1.6 PHEV eTech,Clasificación: A
Kia E-NIRO e-Niro Concept,Clasificación: Sin clasificación
Kia E-NIRO e-Niro Drive,Clasificación: Sin clasificación
Kia E-NIRO e-Niro Drive (Long Range),Clasificación: Sin clasificación
Kia E-NIRO e-Niro Emotion,Clasificación: Sin clasificación
Kia E-NIRO e-Niro Emotion (Long Range),Clasificación: Sin clasificación
Kia E-NIRO Emotion (Long Range)(Pack Luxury),Clasificación: Sin clasificación
Kia E-NIRO Emotion (Pack Luxury),Clasificación: Sin clasificación
Kia E-SOUL e-Soul Concept,Clasificación: Sin clasificación
Kia E-SOUL e-Soul Drive,Clasificación: Sin clasificación
Kia E-SOUL e-Soul Drive (Long Range),Clasificación: Sin clasificación
Kia E-SOUL e-Soul Emotion,Clasificación: Sin clasificación
Kia E-SOUL e-Soul Emotion (Long Range),Clasificación: Sin clasificación
Kia EV6 Air RWD,Clasificación: Sin clasificación
Kia EV6 Air RWD (Long Range),Clasificación: Sin clasificación
Kia EV6 Air RWD (Long Range) Pack GT-Line,Clasificación: Sin clasificación
Kia EV6 Air RWD (Long Range)(Pack Comfort),Clasificación: Sin clasificación
Kia EV6 Air RWD (Pack Comfort),Clasificación: Sin clasificación
Kia EV6 GT AWD (Long Range),Clasificación: Sin clasificación
Kia EV6 GT-Line AWD (Long Range),Clasificación: Sin clasificación
Kia EV6 GT-Line AWD (Long Range) (Pack Premium),Clasificación: Sin clasificación
Kia EV6 GT-Line RWD (Long Range),Clasificación: Sin clasificación
Kia EV6 GT-Line RWD (Long Range) (Pack Premium),Clasificación: Sin clasificación
Kia EV6 RWD,Clasificación: Sin clasificación
Kia EV6 RWD (Long Range),Clasificación: Sin clasificación
Kia EV9 AWD GT-Line 6pl,Clasificación: Sin clasificación
Kia EV9 AWD GT-Line 7pl,Clasificación: Sin clasificación
Kia NIRO 1.6 HEV Concept,Clasificación: A
Kia NIRO 1.6 HEV Concept (MY22),Clasificación: A
Kia NIRO 1.6 HEV Drive,Clasificación: A
Kia NIRO 1.6 HEV Drive (MY22),Clasificación: A
Kia NIRO 1.6 HEV Emotion,Clasificación: A
Kia NIRO 1.6 HEV Emotion (MY22),Clasificación: B
Kia NIRO 1.6 HEV Emotion (MY22) (Pack Luxury),Clasificación: B
Kia NIRO 1.6 HEV Emotion (Pack Luxury),Clasificación: A
Kia NIRO 1.6 PHEV Concept,Clasificación: A
Kia NIRO 1.6 PHEV Drive,Clasificación: A
Kia NIRO 1.6 PHEV Emotion,Clasificación: A
Kia NIRO 1.6 PHEV Emotion (Pack Luxury),Clasificación: A
Kia Nuevo e-Niro Concept,Clasificación: Sin clasificación
Kia Nuevo e-Niro Drive,Clasificación: Sin clasificación
Kia Nuevo e-Niro Emotion,Clasificación: Sin clasificación
Kia Nuevo e-Niro Emotion Pack Luxury,Clasificación: Sin clasificación
Kia Nuevo e-Niro Winter Edition,Clasificación: Sin clasificación
Kia NUEVO NIRO 1.6 HEV Concept,Clasificación: A
Kia NUEVO NIRO 1.6 HEV Drive,Clasificación: A
Kia NUEVO NIRO 1.6 HEV Drive Pack Design,Clasificación: A
Kia NUEVO NIRO 1.6 HEV Emotion,Clasificación: A
Kia NUEVO NIRO 1.6 HEV Emotion Pack Luxury,Clasificación: A
Kia NUEVO NIRO 1.6 PHEV Concept,Clasificación: A
Kia NUEVO NIRO 1.6 PHEV Drive,Clasificación: A
Kia NUEVO NIRO 1.6 PHEV Drive Pack Design,Clasificación: A
Kia NUEVO NIRO 1.6 PHEV Emotion,Clasificación: A
Kia NUEVO NIRO 1.6 PHEV Emotion Pack Luxury,Clasificación: A
Kia NUEVO SORENTO 1.6 HEV Drive 4X2(7pl),Clasificación: B
Kia NUEVO SORENTO 1.6 HEV Emotion 4X2(7pl),Clasificación: B
Kia NUEVO SORENTO 1.6 HEV Emotion 4X2(7pl) (Pack Luxury),Clasificación: B
Kia NUEVO SORENTO 1.6 HEV Emotion 4X4(7pl),Clasificación: C
Kia NUEVO SORENTO 1.6 HEV Emotion 4X4(7pl) (Pack Luxury),Clasificación: C
Kia NUEVO SORENTO 1.6 T-GDI PHEV Drive,Clasificación: A
Kia NUEVO SORENTO 1.6 T-GDI PHEV Emotion,Clasificación: A
Kia NUEVO SORENTO 1.6 T-GDI PHEV Emotion (Pack Luxury),Clasificación: A
Kia NUEVO SORENTO 2.2 CRDi Drive Aut 4X2(7pl),Clasificación: D
Kia NUEVO SORENTO 2.2 CRDi Emotion Aut 4X2(7pl),Clasificación: D
Kia NUEVO SORENTO 2.2 CRDi Emotion Aut 4X2(7pl) (Pack Luxury),Clasificación: D
Kia NUEVO SORENTO 2.2 CRDi Emotion Aut 4X4(7pl),Clasificación: E
Kia NUEVO SORENTO 2.2 CRDi Emotion Aut 4X4(7pl) (Pack Luxury),Clasificación: E
Kia NUEVO SPORTAGE 1.6 CRDi Concept 4X2 115CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi Drive 4X2 115CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi Drive 4X2 115CV Pack Design,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Business 4X2 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Business 4X2 136CV DCT,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Business 4X4 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Business 4X4 136CV DCT,Clasificación: D
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Concept 4X2 136CV,Clasificación: B
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Drive 4X2 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Drive 4X2 136CV Pack Design,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV GT Line 4X4 DCT 136CV,Clasificación: D
Kia NUEVO SPORTAGE 1.6 CRDi MHEV GT-line 4X2 DCT 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X2 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X2 136CV Techo,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X2 DCT 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X2 DCT 136CV Pack Luxury,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X4 136CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X4 136CV Pack Luxury,Clasificación: D
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X4 DCT 136CV,Clasificación: D
Kia NUEVO SPORTAGE 1.6 CRDi MHEV Tech 4X4 DCT 136CV Pack Luxury,Clasificación: D
Kia NUEVO SPORTAGE 1.6 T-GDi Concept 4X2 150CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi Drive 4X2 150CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi Drive 4X2 150CV Pack Design,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Drive 4X2,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Drive 4X2 Pack Design,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi HEV GT-line 4X2,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi HEV GT-line 4X4,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Launch Edition 4X2,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Tech 4X2,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Tech 4X2 Pack Luxury,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Tech 4X4,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi HEV Tech 4X4 Pack Luxury,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Drive 4X2 150CV,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Drive 4X2 150CV Pack Design,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV GT-line 4X2 DCT 150CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV GT-line 4X4 DCT 180CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Tech 4X2 150CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Tech 4X2 150CV Techo,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Tech 4X2 DCT 150CV,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Tech 4X2 DCT 150CV Pack Luxury,Clasificación: B
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Tech 4X4 DCT 180CV,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi MHEV Tech 4X4 DCT 180CV Pack Luxury,Clasificación: C
Kia NUEVO SPORTAGE 1.6 T-GDi PHEV Drive 4X4,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi PHEV Drive 4X4 Pack Design,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi PHEV GT-line 4X4,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi PHEV Tech 4X4,Clasificación: A
Kia NUEVO SPORTAGE 1.6 T-GDi PHEV Tech 4X4 Pack Luxury,Clasificación: A
Kia OPTIMA PHEV 2.0 GDi PHEV,Clasificación: A
Kia PICANTO 1.0 CVVT Concept (4p) Eco-Dynamics,Clasificación: D
Kia PICANTO 1.0 CVVT Concept (Pack Confort) (4p) Eco-Dynamics,Clasificación: D
Kia PICANTO 1.0 CVVT GT Line (4p) Eco-Dynamics,Clasificación: D
Kia PICANTO 1.0 DPI AMT GT Line (Advanced Driving Assistance Pack) Eco-Dynamics,Clasificación: E
Kia PICANTO 1.0 DPI CONCEPT (MY22),Clasificación: D
Kia PICANTO 1.0 DPI GT Line (Advanced Driving Assistance Pack) Eco-Dynamics,Clasificación: E
Kia PICANTO 1.0 DPI GT LINE AMT (MY22),Clasificación: E
Kia PICANTO 1.0 DPI GT LINE MY22 (MY22),Clasificación: D
Kia PICANTO 1.0 T-GDi GT Line (Advanced Driving Assistance Pack) Eco-Dynamics,Clasificación: E
Kia PICANTO 1.0 T-GDI GT LINE (MY22),Clasificación: E
Kia PICANTO 1.0 T-GDI X LINE (MY22),Clasificación: D
Kia PICANTO 1.0 T-GDi X-Line (Advanced Driving Assistance Pack) Eco-Dynamics,Clasificación: E
Kia PICANTO 1.2 DPI AMT GT Line (Advanced Driving Assistance Pack) Eco-Dynamics,Clasificación: E
Kia PICANTO 1.2 DPI GT Line (Advanced Driving Assistance Pack) Eco-Dynamics,Clasificación: E
Kia PICANTO 1.2 DPI GT-LINE (MY22),Clasificación: E
Kia PICANTO 1.2 DPI GT-LINE AMT (MY22),Clasificación: E
Kia PROCEED (MY22) 1.0 T-GDI GT Line 120 cv,Clasificación: B
Kia PROCEED (MY22) 1.0 T-GDI GT Line 120 cv (Pack Premium),Clasificación: B
Kia PROCEED (MY22) 1.5 MHEV GT-LINE DCT,Clasificación: B
Kia PROCEED (MY22) 1.5 MHEV GT-LINE DCT (Pack Premium),Clasificación: B
Kia PROCEED (MY22) 1.6 T-GDI GT DCT,Clasificación: C
Kia PROCEED (MY22) 1.6 T-GDI GT DCT (Pack Premium GT),Clasificación: C
Kia PROCEED (MY23) 1.0 T-GDI GT Line 120 cv,Clasificación: B
Kia PROCEED (MY23) 1.0 T-GDI GT Line 120 cv (Pack Premium),Clasificación: B
Kia PROCEED (MY23) 1.5 MHEV GT-LINE DCT,Clasificación: B
Kia PROCEED (MY23) 1.5 MHEV GT-LINE DCT (Pack Premium),Clasificación: B
Kia PROCEED (MY23) 1.6 T-GDI GT DCT,Clasificación: C
Kia PROCEED (MY23) 1.6 T-GDI GT DCT (Pack Premium GT),Clasificación: C
Kia PROCEED 1.0 T-GDi GT Line 120CV Eco-Dynamics,Clasificación: B
Kia PROCEED 1.4 T-GDi GT Line 140CV Eco-Dynamics,Clasificación: B
Kia PROCEED 1.4 T-GDi GT Line DCT 140CV Eco-Dynamics,Clasificación: B
Kia PROCEED 1.5 MHEV GT Line DCT 160CV Eco-Dynamics,Clasificación: B
Kia PROCEED 1.5 MHEV GT Line DCT 160CV Eco-Dynamics (Pack Premium),Clasificación: B
Kia PROCEED 1.6 CRDi GT Line 136CV Eco-Dynamics,Clasificación: C
Kia PROCEED 1.6 CRDi GT Line DCT 136CV Eco-Dynamics,Clasificación: C
Kia PROCEED 1.6 MHEV 136CV GT Line DCT Eco-Dynamics,Clasificación: B
Kia PROCEED 1.6 MHEV 136CV iMT GT Line Eco-Dynamics,Clasificación: C
Kia PROCEED 1.6 T-GDi GT 204CV Eco-Dynamics,Clasificación: D
Kia PROCEED 1.6 T-GDi GT DCT 204CV Eco-Dynamics,Clasificación: D
Kia RIO 1.0 MHEV Drive 120CV DCT (Sports Pack) Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV Drive 120CV DCT Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV GT Line 120CV DCT (Pack Premium) Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV GT Line 120CV DCT Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT Concept 100CV (Pack Style) Eco-Dynamics,Clasificación: B
Kia RIO 1.0 MHEV iMT Concept 100CV Eco-Dynamics,Clasificación: B
Kia RIO 1.0 MHEV iMT Drive 100CV (Sports Pack) Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT Drive 100CV Eco-Dynamics,Clasificación: B
Kia RIO 1.0 MHEV iMT Drive 120CV (Sports Pack) Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT Drive 120CV Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT GT Line 100CV (Pack Premium) Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT GT Line 100CV Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT GT Line 120CV (Pack Premium) Eco-Dynamics,Clasificación: C
Kia RIO 1.0 MHEV iMT GT Line 120CV Eco-Dynamics,Clasificación: C
Kia RIO 1.2 DPI Concept (Pack Style) Eco-Dynamics,Clasificación: C
Kia RIO 1.2 DPI Concept Eco-Dynamics,Clasificación: C
Kia RIO 1.2 DPI Drive (Sports Pack) Eco-Dynamics,Clasificación: D
Kia RIO 1.2 DPI Drive Eco-Dynamics,Clasificación: C
Kia RIO 1.2 DPI GT Line Eco-Dynamics,Clasificación: D
"Kia SORENTO (MY22) 1,6 T-GDI HEV Drive 4x2 7pl",Clasificación: B
"Kia SORENTO (MY22) 1,6 T-GDI HEV Emotion 4x2 7pl",Clasificación: B
"Kia SORENTO (MY22) 1,6 T-GDI HEV Emotion 4x2 7pl (P.Luxury)",Clasificación: B
"Kia SORENTO (MY22) 1,6 T-GDI HEV Emotion 4x4 7pl",Clasificación: C
"Kia SORENTO (MY22) 1,6 T-GDI HEV Emotion 4x4 7pl (P.Luxury)",Clasificación: C
"Kia SORENTO (MY22) 1,6 T-GDI PHEV Drive 4x4 7pl",Clasificación: A
"Kia SORENTO (MY22) 1,6 T-GDI PHEV Emotion 4x4 7pl",Clasificación: A
"Kia SORENTO (MY22) 1,6 T-GDI PHEV Emotion 4x4 7pl (P.Luxury)",Clasificación: A
"Kia SORENTO (MY22) 2,2 CRDI Drive DCT 4x2 7pl",Clasificación: D
"Kia SORENTO (MY22) 2,2 CRDI Emotion DCT 4x2 7pl",Clasificación: D
"Kia SORENTO (MY22) 2,2 CRDI Emotion DCT 4x2 7pl (P.Luxury)",Clasificación: D
"Kia SORENTO (MY22) 2,2 CRDI Emotion DCT 4x4 7pl",Clasificación: E
"Kia SORENTO (MY22) 2,2 CRDI Emotion DCT 4x4 7pl (P.Luxury)",Clasificación: E
"Kia SORENTO (MY23) 1,6 T-GDI HEV Black Edition 4x2 7pl",Clasificación: B
"Kia SORENTO (MY23) 1,6 T-GDI HEV Black Edition 4x4 7pl",Clasificación: C
"Kia SORENTO (MY23) 1,6 T-GDI HEV Drive 4x2 7pl",Clasificación: B
"Kia SORENTO (MY23) 1,6 T-GDI HEV Emotion 4x2 7pl",Clasificación: B
"Kia SORENTO (MY23) 1,6 T-GDI HEV Emotion 4x2 7pl (P.Luxury)",Clasificación: B
"Kia SORENTO (MY23) 1,6 T-GDI HEV Emotion 4x4 7pl",Clasificación: C
"Kia SORENTO (MY23) 1,6 T-GDI HEV Emotion 4x4 7pl (P.Luxury)",Clasificación: C
"Kia SORENTO (MY23) 1,6 T-GDI HEV Plus Edition 4x2 7pl",Clasificación: B
"Kia SORENTO (MY23) 1,6 T-GDI HEV Plus Edition 4x4 7pl",Clasificación: C
"Kia SORENTO (MY23) 1,6 T-GDI PHEV Black Edition 4x4 7pl",Clasificación: A
"Kia SORENTO (MY23) 1,6 T-GDI PHEV Drive 4x4 7pl",Clasificación: A
"Kia SORENTO (MY23) 1,6 T-GDI PHEV Emotion 4x4 7pl",Clasificación: A
"Kia SORENTO (MY23) 1,6 T-GDI PHEV Emotion 4x4 7pl (P.Luxury)",Clasificación: A
"Kia SORENTO (MY23) 1,6 T-GDI PHEV Plus Edition 4x4 7pl",Clasificación: A
"Kia SORENTO (MY23) 2,2 CRDI Black Edition DCT 4x2 7pl",Clasificación: D
"Kia SORENTO (MY23) 2,2 CRDI Black Edition DCT 4x4 7pl",Clasificación: E
"Kia SORENTO (MY23) 2,2 CRDI Drive DCT 4x2 7pl",Clasificación: D
"Kia SORENTO (MY23) 2,2 CRDI Emotion DCT 4x2 7pl",Clasificación: D
"Kia SORENTO (MY23) 2,2 CRDI Emotion DCT 4x2 7pl (P.Luxury)",Clasificación: D
"Kia SORENTO (MY23) 2,2 CRDI Emotion DCT 4x4 7pl",Clasificación: E
"Kia SORENTO (MY23) 2,2 CRDI Emotion DCT 4x4 7pl (P.Luxury)",Clasificación: E
"Kia SORENTO (MY23) 2,2 CRDI Plus Edition DCT 4x2 7pl",Clasificación: D
Kia SPORTAGE 1.6 CRDI 115CV Concept,Clasificación: D
Kia SPORTAGE 1.6 GDi Business Eco-Dynamics,Clasificación: D
Kia SPORTAGE 1.6 GDi Concept,Clasificación: D
Kia SPORTAGE 1.6 GDi Drive,Clasificación: E
Kia SPORTAGE 1.6 MHEV Business 115CV 4x2,Clasificación: C
Kia SPORTAGE 1.6 MHEV Business 136CV 4x2,Clasificación: D
Kia SPORTAGE 1.6 MHEV Business 136CV 4x4 Eco-Dynamics,Clasificación: E
Kia SPORTAGE 1.6 MHEV Business DCT 136CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV Business DCT 136CV 4X4,Clasificación: E
Kia SPORTAGE 1.6 MHEV Caixa 136CV 4x2,Clasificación: D
Kia SPORTAGE 1.6 MHEV Concept 115CV 4X2,Clasificación: C
Kia SPORTAGE 1.6 MHEV Concept 136CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV Drive 115CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV Drive 136CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Essential 115CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Essential 136CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Essential 136CV 4X4,Clasificación: E
Kia SPORTAGE 1.6 MHEV GT Line Essential 136CV DCT 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Essential 136CV DCT 4X4,Clasificación: E
Kia SPORTAGE 1.6 MHEV GT Line Xtreme 115CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Xtreme 136CV 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Xtreme 136CV 4X4,Clasificación: E
Kia SPORTAGE 1.6 MHEV GT Line Xtreme 136CV DCT 4X2,Clasificación: D
Kia SPORTAGE 1.6 MHEV GT Line Xtreme 136CV DCT 4X4,Clasificación: E
Kia SPORTAGE 1.6 T-GDi GT Line Essential 4X2,Clasificación: E
Kia SPORTAGE 1.6 T-GDi GT Line Essential 4X4,Clasificación: F
Kia SPORTAGE 1.6 T-GDi GT Line Essential DCT 4X2,Clasificación: E
Kia SPORTAGE 1.6 T-GDi GT Line Essential DCT 4X4,Clasificación: F
Kia SPORTAGE 1.6 T-GDi GT Line Xtreme 4X2,Clasificación: E
Kia SPORTAGE 1.6 T-GDi GT Line Xtreme 4X4,Clasificación: F
Kia SPORTAGE 1.6 T-GDi GT Line Xtreme DCT 4X2,Clasificación: E
Kia SPORTAGE 1.6 T-GDi GT Line Xtreme DCT 4X4,Clasificación: F
Kia STINGER (MY22) 3.3 T-GDI GT 4x4 (MY22),Clasificación: G
Kia STINGER 2.0 T-GDi GT Line 4x2,Clasificación: E
Kia STINGER 2.2 CRDi GT Line 4x2,Clasificación: E
Kia STINGER 2.2 CRDi GT Line 4x4,Clasificación: E
Kia STINGER 2.2 CRDi xTreme 4x2,Clasificación: E
Kia STINGER 3.3 T-GDi GT 4x4,Clasificación: G
Kia STONIC 1.0 MHEV 100CV iMT Concept,Clasificación: B
Kia STONIC 1.0 MHEV 100CV iMT Drive,Clasificación: B
Kia STONIC 1.0 MHEV 100CV iMT GT Line,Clasificación: C
Kia STONIC 1.0 MHEV 100CV iMT GT Line (Pack Premium),Clasificación: C
Kia STONIC 1.0 MHEV 120CV Drive DCT,Clasificación: B
Kia STONIC 1.0 MHEV 120CV GT Line DCT,Clasificación: C
Kia STONIC 1.0 MHEV 120CV GT Line DCT (Pack Premium),Clasificación: C
Kia STONIC 1.0 MHEV 120CV iMT Drive,Clasificación: B
Kia STONIC 1.0 MHEV 120CV iMT GT Line,Clasificación: C
Kia STONIC 1.0 MHEV 120CV iMT GT Line (Pack Premium),Clasificación: C
Kia STONIC 1.0 MHEV iMT Style Edition 100CV,Clasificación: B
Kia STONIC 1.2 DPI Concept,Clasificación: C
Kia STONIC 1.2 DPI Drive,Clasificación: C
Kia XCEED (MY22) 1.0 T-GDI Concept 120 cv,Clasificación: B
Kia XCEED (MY22) 1.0 T-GDI Drive 120 cv,Clasificación: B
Kia XCEED (MY22) 1.0 T-GDI Emotion 120 cv,Clasificación: C
Kia XCEED (MY22) 1.0 T-GDI Tech 120 cv,Clasificación: B
Kia XCEED (MY22) 1.5 MHEV Emotion DCT,Clasificación: C
Kia XCEED (MY22) 1.5 MHEV Emotion DCT (Pack Premium),Clasificación: C
Kia XCEED (MY22) 1.5 MHEV Emotion DCT (Pack Yellow),Clasificación: C
Kia XCEED (MY22) 1.5 MHEV IMT Drive,Clasificación: B
Kia XCEED (MY22) 1.5 MHEV IMT Emotion,Clasificación: C
Kia XCEED (MY22) 1.5 MHEV IMT Emotion (Pack Premium),Clasificación: C
Kia XCEED (MY22) 1.5 MHEV IMT Emotion (Pack Yellow),Clasificación: C
Kia XCEED (MY22) 1.5 MHEV IMT Tech,Clasificación: C
Kia XCEED (MY22) 1.5 MHEV Tech DCT,Clasificación: C
Kia XCEED (MY22) 1.6 MHEV Emotion DCT 136 cv,Clasificación: C
Kia XCEED (MY22) 1.6 MHEV Emotion DCT 136 cv (Pack Premium),Clasificación: C
Kia XCEED (MY22) 1.6 MHEV Emotion DCT 136 cv (Pack Yellow),Clasificación: C
Kia XCEED (MY22) 1.6 MHEV IMT Concept 136 cv,Clasificación: C
Kia XCEED (MY22) 1.6 MHEV IMT Drive 136 cv,Clasificación: C
Kia XCEED (MY22) 1.6 MHEV IMT Emotion 136 cv,Clasificación: C
Kia XCEED (MY22) 1.6 MHEV IMT Emotion 136 cv (Pack Premium),Clasificación: C
Kia XCEED (MY22) 1.6 MHEV IMT Emotion 136 cv (Pack Yellow),Clasificación: C
Kia XCEED (MY22) 1.6 MHEV IMT Tech 136 cv,Clasificación: C
Kia XCEED (MY22) 1.6 MHEV Tech DCT 136 cv,Clasificación: C
Kia XCEED (MY22) 1.6 T-GDI Emotion DCT,Clasificación: D
Kia XCEED (MY22) 1.6 T-GDI Emotion DCT (Pack Premium),Clasificación: D
Kia XCEED (MY22) 1.6 T-GDI Emotion DCT (Pack Yellow),Clasificación: D
Kia XCEED 1.0 T-GDi Concept 120CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.0 T-GDi Drive 120CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.0 T-GDi Emotion 120CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.0 T-GDi Tech 120CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.4 T-GDi Drive 140CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.4 T-GDi Emotion 140CV DCT Eco-Dynamics,Clasificación: D
Kia XCEED 1.4 T-GDi Emotion 140CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.4 T-GDi Tech 140CV DCT Eco-Dynamics,Clasificación: C
Kia XCEED 1.4 T-GDi Tech 140CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.5 MHEV Emotion 160CV DCT Eco-Dynamics,Clasificación: B
Kia XCEED 1.5 MHEV Emotion 160CV DCT Eco-Dynamics (Pack Premium),Clasificación: B
Kia XCEED 1.5 MHEV Emotion 160CV DCT Eco-Dynamics (Yellow Pack),Clasificación: B
Kia XCEED 1.5 MHEV iMT Drive 160CV Eco-Dynamics,Clasificación: B
Kia XCEED 1.5 MHEV iMT Emotion 160CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.5 MHEV iMT Emotion 160CV Eco-Dynamics (Pack Premium),Clasificación: C
Kia XCEED 1.5 MHEV iMT Emotion 160CV Eco-Dynamics (Yellow Pack),Clasificación: C
Kia XCEED 1.5 MHEV iMT Tech 160CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.5 MHEV Tech 160CV DCT Eco-Dynamics,Clasificación: B
Kia XCEED 1.6 CRDi Concept 115CV Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Drive 115CV Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Drive 136CV Eco-Dynamics,Clasificación: C
Kia XCEED 1.6 CRDi Emotion 115CV Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Emotion 136CV DCT Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Emotion 136CV Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Tech 115CV Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Tech 136CV DCT Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 CRDi Tech 136CV Eco-Dynamics,Clasificación: D
Kia XCEED 1.6 MHEV Emotion 136CV DCT Eco-Dynamics,Clasificación: C
Kia XCEED 1.6 MHEV iMT Concept 115CV Eco-Dynamics,Clasificación: C
