Modelo;Motorización;Categoría;Nº de Plazas;MTMA;Potencia eléctrica (kW);Consumo eléctrico (kWh/100km);Capacidad de la batería (kWh);Autonomía eléctrica (km)
Goupil G4-L Litio 14 L7e MIXTO PB + ASPIR.;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e MIXTO PB + COFRE;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e MIXTO PB + GRUA;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e MIXTO PF + HP 200;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e PB;Eléctricos puros;L7e;2;2100;16.5;13.3;14;89
Goupil G4-L Litio 14 L7e PB + HP 500;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e PB + riego;Eléctricos puros;L7e;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 L7e PF;Eléctricos puros;L7e;2;2100;16.5;13;14;89
Goupil G4-L Litio 14 N1 CAJA SATÉLITE;Eléctricos puros;N1;2;2100;16.5;13.7;14;89
Goupil G4-L Litio 14 N1 FURGÓN;Eléctricos puros;N1;2;2100;16.5;13.7;14;89
Goupil G4-L Litio 14 N1 MIXTO FURGON;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 MIXTO PB + ASPIR.;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 MIXTO PB + COFRE;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 MIXTO PB + GRUA;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 MIXTO PF + HP 200;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 PB;Eléctricos puros;N1;2;2100;16.5;13.3;14;89
Goupil G4-L Litio 14 N1 PB + HP 500;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 PB + riego;Eléctricos puros;N1;2;2100;16.5;11.4;14;89
Goupil G4-L Litio 14 N1 PF;Eléctricos puros;N1;2;2100;16.5;13;14;89
Goupil G4-L Litio 21 L7e CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;16.5;14.6;21;174
Goupil G4-L Litio 21 L7e FURGÓN;Eléctricos puros;L7e;2;2100;16.5;14.6;21;174
Goupil G4-L Litio 21 L7e MIXTO FURGON;Eléctricos puros;L7e;2;2100;16.5;14.4;21;176
Goupil G4-L Litio 21 L7e MIXTO PB + ASPIR.;Eléctricos puros;L7e;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 L7e MIXTO PB + COFRE;Eléctricos puros;L7e;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 L7e MIXTO PB + GRUA;Eléctricos puros;L7e;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 L7e MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 L7e MIXTO PF + HP 200;Eléctricos puros;L7e;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 L7e PB;Eléctricos puros;L7e;2;2100;16.5;14.2;21;179
Goupil G4-L Litio 21 L7e PB + HP 500;Eléctricos puros;L7e;2;2100;16.5;14.2;21;179
Goupil G4-L Litio 21 L7e PB + riego;Eléctricos puros;L7e;2;2100;16.5;14.2;21;179
Goupil G4-L Litio 21 L7e PF;Eléctricos puros;L7e;2;2100;16.5;13.9;21;182
Goupil G4-L Litio 21 N1 CAJA SATÉLITE;Eléctricos puros;N1;2;2100;16.5;14.6;21;174
Goupil G4-L Litio 21 N1 FURGÓN;Eléctricos puros;N1;2;2100;16.5;14.6;21;174
Goupil G4-L Litio 21 N1 MIXTO FURGON;Eléctricos puros;N1;2;2100;16.5;14.4;21;176
Goupil G4-L Litio 21 N1 MIXTO PB + ASPIR.;Eléctricos puros;N1;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 N1 MIXTO PB + COFRE;Eléctricos puros;N1;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 N1 MIXTO PB + GRUA;Eléctricos puros;N1;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 N1 MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 N1 MIXTO PF + HP 200;Eléctricos puros;N1;2;2100;16.5;14.1;21;180
Goupil G4-L Litio 21 N1 PB;Eléctricos puros;N1;2;2100;16.5;14.2;21;179
Goupil G4-L Litio 21 N1 PB + HP 500;Eléctricos puros;N1;2;2100;16.5;14.2;21;179
Goupil G4-L Litio 21 N1 PB + riego;Eléctricos puros;N1;2;2100;16.5;14.2;21;179
Goupil G4-L Litio 21 N1 PF;Eléctricos puros;N1;2;2100;16.5;13.9;21;182
Goupil G4-L Litio 9 L7e CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;16.5;12.9;9;92
Goupil G4-L Litio 9 L7e FURGÓN;Eléctricos puros;L7e;2;2100;16.5;12.9;9;92
Goupil G4-L Litio 9 L7e MIXTO FURGON;Eléctricos puros;L7e;2;2100;16.5;12.2;9;92
Goupil G4-L Litio 9 L7e MIXTO PB + ASPIR.;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e MIXTO PB + COFRE;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e MIXTO PB + GRUA;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e MIXTO PF + HP 200;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e PB;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e PB + HP 500;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e PB + riego;Eléctricos puros;L7e;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 L7e PF;Eléctricos puros;L7e;2;2100;16.5;12.3;9;92
Goupil G4-L Litio 9 N1 CAJA SATÉLITE;Eléctricos puros;N1;2;2100;16.5;12.9;9;92
Goupil G4-L Litio 9 N1 FURGÓN;Eléctricos puros;N1;2;2100;16.5;12.9;9;92
Goupil G4-L Litio 9 N1 MIXTO FURGON;Eléctricos puros;N1;2;2100;16.5;12.2;9;92
Goupil G4-L Litio 9 N1 MIXTO PB + ASPIR.;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 MIXTO PB + COFRE;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 MIXTO PB + GRUA;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 MIXTO PF + HP 200;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 PB;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 PB + HP 500;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 PB + riego;Eléctricos puros;N1;2;2100;16.5;12.5;9;92
Goupil G4-L Litio 9 N1 PF;Eléctricos puros;N1;2;2100;16.5;12.3;9;92
Goupil G4-L plomo 11,5 L7e CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;16.5;17.8;11.5;70
Goupil G4-L plomo 11,5 L7e FURGÓN;Eléctricos puros;L7e;2;2100;16.5;17.8;11.5;70
Goupil G4-L plomo 11,5 L7e MIXTO FURGON;Eléctricos puros;L7e;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 L7e MIXTO PB + ASPIR.;Eléctricos puros;L7e;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 L7e MIXTO PB + COFRE;Eléctricos puros;L7e;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 L7e MIXTO PB + GRUA;Eléctricos puros;L7e;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 L7e MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 L7e MIXTO PF + HP 200;Eléctricos puros;L7e;2;2100;16.5;16.8;11.5;75
Goupil G4-L plomo 11,5 L7e PB;Eléctricos puros;L7e;2;2100;16.5;17.3;11.5;72
Goupil G4-L plomo 11,5 L7e PB + HP 500;Eléctricos puros;L7e;2;2100;16.5;17.3;11.5;73
Goupil G4-L plomo 11,5 L7e PB + riego;Eléctricos puros;L7e;2;2100;16.5;17.3;11.5;73
Goupil G4-L plomo 11,5 L7e PF;Eléctricos puros;L7e;2;2100;16.5;16.9;11.5;74
Goupil G4-L plomo 11,5 N1 CAJA SATÉLITE;Eléctricos puros;N1;2;2100;16.5;17.8;11.5;70
Goupil G4-L plomo 11,5 N1 FURGÓN;Eléctricos puros;N1;2;2100;16.5;17.8;11.5;70
Goupil G4-L plomo 11,5 N1 MIXTO FURGON;Eléctricos puros;N1;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 N1 MIXTO PB + ASPIR.;Eléctricos puros;N1;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 N1 MIXTO PB + COFRE;Eléctricos puros;N1;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 N1 MIXTO PB + GRUA;Eléctricos puros;N1;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 N1 MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;16.5;17.2;11.5;73
Goupil G4-L plomo 11,5 N1 MIXTO PF + HP 200;Eléctricos puros;N1;2;2100;16.5;16.8;11.5;75
Goupil G4-L plomo 11,5 N1 PB;Eléctricos puros;N1;2;2100;16.5;17.3;11.5;72
Goupil G4-L plomo 11,5 N1 PB + HP 500;Eléctricos puros;N1;2;2100;16.5;17.3;11.5;73
Goupil G4-L plomo 11,5 N1 PB + riego;Eléctricos puros;N1;2;2100;16.5;17.3;11.5;73
Goupil G4-L plomo 11,5 N1 PF;Eléctricos puros;N1;2;2100;16.5;16.9;11.5;74
Goupil G4-L plomo 15,4 L7e CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;16.5;22.6;15.4;80
Goupil G4-L plomo 15,4 L7e FURGÓN;Eléctricos puros;L7e;2;2100;16.5;22.6;15.4;80
Goupil G4-L plomo 15,4 L7e MIXTO FURGON;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e MIXTO PB + ASPIR.;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e MIXTO PB + COFRE;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e MIXTO PB + GRUA;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e MIXTO PF + HP 200;Eléctricos puros;L7e;2;2100;16.5;21.6;15.4;85
Goupil G4-L plomo 15,4 L7e PB;Eléctricos puros;L7e;2;2100;16.5;22.1;15.4;83
Goupil G4-L plomo 15,4 L7e PB + HP 500;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e PB + riego;Eléctricos puros;L7e;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 L7e PF;Eléctricos puros;L7e;2;2100;16.5;21.7;15.4;84
Goupil G4-L plomo 15,4 N1 CAJA SATÉLITE;Eléctricos puros;N1;2;2100;16.5;22.6;15.4;80
Goupil G4-L plomo 15,4 N1 FURGÓN;Eléctricos puros;N1;2;2100;16.5;22.6;15.4;80
Goupil G4-L plomo 15,4 N1 MIXTO FURGON;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 MIXTO PB + ASPIR.;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 MIXTO PB + COFRE;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 MIXTO PB + GRUA;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 MIXTO PF + HP 200;Eléctricos puros;N1;2;2100;16.5;21.6;15.4;85
Goupil G4-L plomo 15,4 N1 PB;Eléctricos puros;N1;2;2100;16.5;22.1;15.4;83
Goupil G4-L plomo 15,4 N1 PB + HP 500;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 PB + riego;Eléctricos puros;N1;2;2100;16.5;22;15.4;83
Goupil G4-L plomo 15,4 N1 PF;Eléctricos puros;N1;2;2100;16.5;21.7;15.4;84
Goupil G4-L plomo 8,6 L7e CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;16.5;17.1;8.6;54
Goupil G4-L plomo 8,6 L7e FURGÓN;Eléctricos puros;L7e;2;2100;16.5;17.1;8.6;54
Goupil G4-L plomo 8,6 L7e MIXTO FURGON;Eléctricos puros;L7e;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 L7e MIXTO PB + ASPIR.;Eléctricos puros;L7e;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 L7e MIXTO PB + COFRE;Eléctricos puros;L7e;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 L7e MIXTO PB + GRUA;Eléctricos puros;L7e;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 L7e MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 L7e MIXTO PF + HP 200;Eléctricos puros;L7e;2;2100;16.5;16.2;8.6;57
Goupil G4-L plomo 8,6 L7e PB;Eléctricos puros;L7e;2;2100;16.5;16.6;8.6;56
Goupil G4-L plomo 8,6 L7e PB + HP 500;Eléctricos puros;L7e;2;2100;16.5;16.6;8.6;56
Goupil G4-L plomo 8,6 L7e PB + riego;Eléctricos puros;L7e;2;2100;16.5;16.6;8.6;56
Goupil G4-L plomo 8,6 L7e PF;Eléctricos puros;L7e;2;2100;16.5;16.3;8.6;57
Goupil G4-L plomo 8,6 N1 CAJA SATÉLITE;Eléctricos puros;N1;2;2100;16.5;17.1;8.6;54
Goupil G4-L plomo 8,6 N1 FURGÓN;Eléctricos puros;N1;2;2100;16.5;17.1;8.6;54
Goupil G4-L plomo 8,6 N1 MIXTO FURGON;Eléctricos puros;N1;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 N1 MIXTO PB + ASPIR.;Eléctricos puros;N1;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 N1 MIXTO PB + COFRE;Eléctricos puros;N1;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 N1 MIXTO PB + GRUA;Eléctricos puros;N1;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 N1 MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;16.5;16.5;8.6;56
Goupil G4-L plomo 8,6 N1 MIXTO PF + HP 200;Eléctricos puros;N1;2;2100;16.5;16.2;8.6;57
Goupil G4-L plomo 8,6 N1 PB;Eléctricos puros;N1;2;2100;16.5;16.6;8.6;56
Goupil G4-L plomo 8,6 N1 PB + HP 500;Eléctricos puros;N1;2;2100;16.5;16.6;8.6;56
Goupil G4-L plomo 8,6 N1 PB + riego;Eléctricos puros;N1;2;2100;16.5;16.6;8.6;56
Goupil G4-L plomo 8,6 N1 PF;Eléctricos puros;N1;2;2100;16.5;16.3;8.6;57
Goupil G5 E Litio Goupil G5 E Litio CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio CAJA SATÉLITE;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio CHASIS CABINA;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio CHASIS CABINA;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio FURGON;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio FURGON;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio MIXTO PB + ASP,;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio MIXTO PB + ASP,;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio PB;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio PB;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio PB + HP 500;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio PB + HP 500;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio PF;Eléctricos puros;N1;2;2100;11;13.1;19;201
Goupil G5 E Litio Goupil G5 E Litio PF;Eléctricos puros;L7e;2;2100;11;13.1;19;201
Goupil G5 E plomo Goupil G5 E plomo CAJA SATÉLITE;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo CAJA SATÉLITE;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo FURGON;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo FURGON;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo MIXTO PB + ASP,;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo MIXTO PB + ASP,;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo MIXTO PB + HP 200;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo MIXTO PB + HP 200;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo PB;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo PB;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo PB + HP 500;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo PB + HP 500;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo PF;Eléctricos puros;N1;2;2100;9;21.2;14;76
Goupil G5 E plomo Goupil G5 E plomo PF;Eléctricos puros;L7e;2;2100;9;21.2;14;76
Goupil G6 litio 15 CAJA CERRADA;Eléctricos puros;N1;3;2600;24.5;18.6;15.4;89
Goupil G6 litio 15 CAJA CON HP;Eléctricos puros;N1;3;2600;24.5;18.8;15.4;89
Goupil G6 litio 15 CAJA FRACCIONES;Eléctricos puros;N1;3;2600;24.5;19.5;15.4;89
Goupil G6 litio 15 FULLBOX;Eléctricos puros;N1;3;2600;24.5;19.5;15.4;89
Goupil G6 litio 15 FURGÓN;Eléctricos puros;N1;3;2600;24.5;19.5;15.4;89
Goupil G6 litio 15 MIXTO PB;Eléctricos puros;N1;3;2600;24.5;18.6;15.4;89
Goupil G6 litio 15 MIXTO PF;Eléctricos puros;N1;3;2600;24.5;18.3;15.4;89
Goupil G6 litio 15 PB;Eléctricos puros;N1;3;2600;24.5;18.8;15.4;89
Goupil G6 litio 15 PF;Eléctricos puros;N1;3;2600;24.5;18.5;15.4;89
Goupil G6 litio 15 PLATAFORMA INTERCAMBIABLE;Eléctricos puros;N1;3;2600;24.5;18.5;15.4;89
Goupil G6 litio 15 SATELITE / COMPACTADOR;Eléctricos puros;N1;3;2600;24.5;18.6;15.4;89
Goupil G6 litio 28 CAJA CON HP;Eléctricos puros;N1;3;2600;24.5;23.2;28.8;153
Goupil G6 litio 28 CAJA FRACCIONES;Eléctricos puros;N1;3;2600;24.5;24.2;28.8;153
Goupil G6 litio 28 FULLBOX;Eléctricos puros;N1;3;2600;24.5;24.2;28.8;153
Goupil G6 litio 28 FURGÓN;Eléctricos puros;N1;3;2600;24.5;24.2;28.8;153
Goupil G6 litio 28 MIXTO PB;Eléctricos puros;N1;3;2600;24.5;22.8;28.8;153
Goupil G6 litio 28 MIXTO PF;Eléctricos puros;N1;3;2600;24.5;22.4;28.8;153
Goupil G6 litio 28 PB;Eléctricos puros;N1;3;2600;24.5;23.2;28.8;153
Goupil G6 litio 28 PF;Eléctricos puros;N1;3;2600;24.5;22.7;28.8;153
Goupil G6 litio 28 PLATAFORMA INTERCAMBIABLE;Eléctricos puros;N1;3;2600;24.5;22.7;28.8;153
Goupil G6 litio 28 SATELITE / COMPACTADOR;Eléctricos puros;N1;3;2600;24.5;22.9;28.8;153
Govecs GOVECS PRO CARGO 1;Eléctricos puros;L3e;1;293;4.4;5.5;4.89;96
GREENTOUR EV 2 ;Eléctricos puros;M1;5;1555;30;18;300;300
GREENTOUR EV 4 ;Eléctricos puros;M1;5;1880;40;18;322;300
GREENTOUR MINI ;Eléctricos puros;L7e;4;1020;15;13;90;170
GREENTOUR Q4 ;Eléctricos puros;L6e;4;930;4;6.6;7.2;110
Honda CR-V CR-V Hybrid PHEV Advance Tech i-MMD eCVT 4x2 24YM;Híbridos enchufables;M1;5;2430;135;15.5;17.7;82
Honda e:Ny1 Advance;Eléctricos puros;M1;5;2080;150;18.2;68.8;412
Honda e:Ny1 Elegance;Eléctricos puros;M1;5;2080;150;18.2;68.8;412
Honda Honda e Honda e Advance BEV;Eléctricos puros;M1;4;1870;113;17.2;35.5;222
Honda Honda e Honda e BEV;Eléctricos puros;M1;4;1855;100;17.2;35.5;222
HONGFANWX SR11000W/T/ADV STREET RAPTOR 300S-T10;Eléctricos puros;L3e;2;310;6;5.3;5.3;103
HONGFANWX SR11000W/T/T10 STREET RAPTOR 300S-T10;Eléctricos puros;L3e;2;310;6;5.3;7.5;103
HORWIN CR6 CR6 /00/01;Eléctricos puros;L3e;2;304;3;5;3.9;120
HORWIN EK3 EK3 / 00/ 01;Eléctricos puros;L3e;2;284;3.5;3.2;2.9;90
HORWIN SK3 0;Eléctricos puros;L3e;2;300;56;5.4;70;80
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 124,9 kW (170 CV) 2WD;Eléctricos puros;M1;5;2370;125;16.7;58;384
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 160 kW (217 CV) 2WD Llanta 19;Eléctricos puros;M1;5;2430;160;16.8;72.6;481
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 160 kW (217 CV) 2WD Llanta 20;Eléctricos puros;M1;5;2430;160;17.9;72.6;451
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 168,1 kW (229 CV) 2WD Llanta 19"";Eléctricos puros;M1;5;2450;168;17.9;77.4;507
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 168,1 kW (229 CV) 2WD Llanta 20"";Eléctricos puros;M1;5;2450;168;17;77.4;476
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 172,6 kW (235 CV) 4WD;Eléctricos puros;M1;5;2480;173;18.1;58;360
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 224,6 kW (305 CV) 4WD Llanta 19;Eléctricos puros;M1;5;2540;225;17.7;72.6;460
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 224,6 kW (305 CV) 4WD Llanta 20;Eléctricos puros;M1;5;2540;225;19;72.6;430
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 239,3 kW (325 CV) 4WD Llanta 19"";Eléctricos puros;M1;5;2560;239;17.9;77.4;481
Hyundai Canarias IONIQ 5 2021 Motor eléctrico 239,3 kW (325 CV) 4WD Llanta 20"";Eléctricos puros;M1;5;2560;239;19.1;77.4;454
Hyundai Canarias IONIQ Eléctrico FL 2019 Motor eléctrico 100 kW (136 CV);Eléctricos puros;M1;5;1970;100;13.8;38.3;311
Hyundai Canarias IONIQ Eléctrico FL 2019 Motor eléctrico 100 kW (136 CV) MY21;Eléctricos puros;M1;5;1970;100;13.8;38.3;311
Hyundai Canarias IONIQ Híbrido Enchufable FL 2019 1.6 GDi 104 kW (141 CV) DCT6;Híbridos enchufables;M1;5;1970;44.5;11.7;8.9;52
Hyundai Canarias IONIQ Híbrido Enchufable FL 2019 1.6 GDi 104 kW (141 CV) DCT6 MY21;Híbridos enchufables;M1;5;1970;44.5;11.7;8.9;52
Hyundai Canarias Kona Eléctrico 2018 Motor eléctrico 100kW (136 CV);Eléctricos puros;M1;5;2020;100;15;39.2;289
Hyundai Canarias Kona Eléctrico 2018 Motor eléctrico 150kW (204 CV);Eléctricos puros;M1;5;2170;150;15.4;64;449
Hyundai Canarias KONA Eléctrico FL 2020 Motor eléctrico 100kW (136 CV);Eléctricos puros;M1;5;2020;100;14.3;39.2;305
Hyundai Canarias KONA Eléctrico FL 2020 Motor eléctrico 150kW (204 CV);Eléctricos puros;M1;5;2170;150;14.7;64;484
Hyundai Canarias SANTA FE FL Híbrido enchufable 2021 1.6 TGDi 194,8 kW (265 CV) AT6 4WD;Híbridos enchufables;M1;7;2690;70;18.1;13.8;58
Hyundai Canarias TUCSON Híbrido Enchufable 2020 1.6 TGDi 194,8 kW (265 CV) AT6 4WD;Híbridos enchufables;M1;5;2415;67;17.7;13.8;62
Hyundai Canarias TUCSON Híbrido Enchufable 2020 1.6 TGDi 194,8 kW (265 CV) AT6 4WD N Line;Híbridos enchufables;M1;5;2415;67;17.7;13.8;62
Hyundai IONIQ 5 125kW 58kWh RWD LIGHT;Eléctricos puros;M1;5;2370;125;16.7;58;384
Hyundai IONIQ 5 160kW 73kWh RWD ENERGY;Eléctricos puros;M1;5;2430;160;17.9;73;451
Hyundai IONIQ 5 160kW 73kWh RWD LIGHT;Eléctricos puros;M1;5;2430;160;16.8;73;481
Hyundai IONIQ 5 160kW 73kWh RWD STAR;Eléctricos puros;M1;5;2430;160;16.8;73;481
Hyundai IONIQ 5 168kW 77kWh RWD ENERGY;Eléctricos puros;M1;5;2450;168;18;77;476
Hyundai IONIQ 5 168kW 77kWh RWD LIGHT;Eléctricos puros;M1;5;2450;168;17;77;507
Hyundai IONIQ 5 168kW 77kWh RWD STAR;Eléctricos puros;M1;5;2450;168;17;77;507
Hyundai IONIQ 5 225kW 73kWh AWD ENERGY;Eléctricos puros;M1;5;2540;225;19;73;430
Hyundai IONIQ 5 239kW 77kWh AWD ENERGY;Eléctricos puros;M1;5;2560;239;19.1;77;454
